Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
cora_1_f3cd53a1	c	Oh Alex, be careful! Don't get too close to the hives! There's so many of them...	game/script.rpy	1476	c "[what]"
coranext_431e9e73	c	Goodness, no. I know they're good for the environment and all but...ugh. Bugs are too creepy and crawly. Alex loves them, though.	game/script.rpy	1483	c "[what]"
gentlebees_1a430621	c	Hm, well I'll have to take your word for it. I'm not becoming a beekeeper anytime soon.	game/script.rpy	1498	c "[what]"
gentlebees_40d86d21	c	I am curious about the garden though. They put up flyers all over our neighborhood about wanting to build another garden down the street from our apartment.	game/script.rpy	1499	c "[what]"
corathoughts_154cdeef	c	Other than the bees flying everywhere, it seems like a good place for the neighborhood.	game/script.rpy	1512	c "[what]"
corathoughts_d7742aa9	c	It's been really hard lately to get across town to get fresh fruits and vegetables from the store, since we don't have a car.	game/script.rpy	1513	c "[what]"
corathoughts_a5de36c7	c	And the stores just keep getting more expensive! My paycheck only goes so far. If we had a garden like this in our neighborhood, maybe I could grow some fresh food for the kids, y'know?	game/script.rpy	1514	c "[what]"
corathoughts_c3841750	c	I try my best to give them healthy things to eat, but on nights when I work late, I don't have time for much more than throwing a frozen meal in the microwave.	game/script.rpy	1515	c "[what]"
corathoughts_c61966cc	c	I don't know, maybe the garden would be just as tiring. But at least I would have food in my own backyard! That's more than we've got right now.	game/script.rpy	1516	c "[what]"
coragarden_605082ae	c	Oh! That's great. Will you tell the Mayor the families in the neighborhood want a garden too?	game/script.rpy	1529	c "[what]"
coragarden_4e8c58b6	c	Maybe we will get to grow our own food after all. Alex will be so excited! We can learn about growing fresh fruits and vegetables together.	game/script.rpy	1530	c "[what]"
coraparking_fba7bc9f	c	Oh. That won't really do anything for my family...we don't have a car anyway. I'd rather build something we can all use.	game/script.rpy	1536	c "[what]"
bye_cora_a23fac46	c	Thank you, dear. You too.	game/script.rpy	1542	c "[what]"
corastress_0f3aebf0	c	Oh it's alright, Alex is just - ALEX! Do not touch the bee!!	game/script.rpy	1560	c "[what]"
emptylot_a60c1394	narrator	The empty lot isn't much - just a wide patch of dirt. Elliot is exploring, likely imagining what a garden would look like here.	game/script.rpy	1583	narrator "[what]"
emptylot_2aa343d9	narrator	You see two men in suits sizing up the empty lot. You wonder what so many people are doing wandering around an empty bit of land.	game/script.rpy	1584	narrator "[what]"
emptylotregular_f1e5e3c7	narrator	Click the person you want to talk to, or click the map to travel somewhere else.	game/script.rpy	1590	narrator "[what]"
cy_1_c381b395	cy	Hey there, kiddo. Cyrus Murphy, Marketing Executive for CityPark.	game/script.rpy	1607	cy "[what]"
cy_1_e690eaf5	cy	Nice to meet ya.	game/script.rpy	1608	cy "[what]"
excited_cy_e666f0af	cy	It's great to see young people in this neighborhood so passionate about growth in their community!	game/script.rpy	1622	cy "[what]"
excited_cy_673511cb	cy	Our team at CityPark is looking forward to meeting more people like you while we get ready to build our new parking [structure].	game/script.rpy	1623	cy "[what]"
normal_cy_bf733fd6	cy	I'm glad so many folks have come by to say hello - our team at CityPark is all about working with the community.	game/script.rpy	1627	cy "[what]"
normal_cy_67ab525f	cy	Are you excited about the new parking [structure]?	game/script.rpy	1628	cy "[what]"
dislike_cy_8791f6a1	cy	Hey, I get it, you've got better things to do than talk with some stranger in a suit. But I look forward to getting to know you and your neighbors better as we begin construction!	game/script.rpy	1632	cy "[what]"
cy_pitch_e47bb816	cy	This empty lot here is the future site of a CityPark Park Express [structure]! It will be a prime location to encourage new businesses to move in on this street.	game/script.rpy	1652	cy "[what]"
cy_pitch_1c251dc5	cy	As soon as we get the sign-off from Mayor Watson, we're going to begin construction.	game/script.rpy	1653	cy "[what]"
agree_garage_c69e5a65	cy	That's what I'm talking about - you're a bright kid. Make sure to tell your friends all about CityPark and what a great choice we are for your neighborhood!	game/script.rpy	1667	cy "[what]"
dislike_garage_9d3ed42d	cy	Hey now, I know change can be scary, but just think about how much money the parking [structure] could make for the city!	game/script.rpy	1671	cy "[what]"
dislike_garage_0d34ee6a	cy	And that money can help fix roads, fund schools, and support the community. More parking means more businesses, more neighborhood growth - you're gonna love it, I swear.	game/script.rpy	1672	cy "[what]"
dislike_garage_52e7b219	el	We're NOT going to love it, Mr. Murphy. The [structure] might make money for you and your company, but the people here need food, not a place to park cars.	game/script.rpy	1682	el "[what]"
dislike_garage_5d3691fa	cy	Now Elliot, we've been over this! When we get this [structure] built, I'm sure a big grocery store will move right into town, and wouldn't you rather just go buy your food rather than having to spend all that time growing it?	game/script.rpy	1684	cy "[what]"
unsure_75047cb4	cy	It's a complex problem, kid. Perhaps you should learn more about it before you fall in with these gardeners.	game/script.rpy	1699	cy "[what]"
unsure_29c0fcf9	el	Ugh, ignore him. But it is a good idea to talk to the others in the neighborhood. We'll need their support to convince the Mayor!	game/script.rpy	1701	el "[what]"
grocery_7ab511f0	el	I know, it would be great if a grocery store moved in. But big chain stores don't usually move into low-income neighborhoods like this one because they don't think they'll make enough money.	game/script.rpy	1709	el "[what]"
grocery_b2996d2b	el	I'm not convinced a parking [structure] will change that.	game/script.rpy	1710	el "[what]"
grocery_65ab72c0	cy	You never know until you try! We've been gathering economic data on how parking [structure]s impact neighborhood growth. You'll need a lot of evidence to beat our pitch to the Mayor, kid.	game/script.rpy	1712	cy "[what]"
cy_challenge_8e66bed7	el	That's right! We're working hard to build a persuasive argument for the Mayor to support the community garden project.	game/script.rpy	1723	el "[what]"
cy_challenge_d7d0288a	cy	Alright kiddo, whatever you say. Best of luck, and may the best argument win.	game/script.rpy	1725	cy "[what]"
bye_cyrus_4782dc84	cy	Great talking with you, kiddo! Take it easy.	game/script.rpy	1732	cy "[what]"
cy_2_ee39fcf5	cy	Ah, our resident investigator, back again. What can I do for you?	game/script.rpy	1739	cy "[what]"
garage_benefits_600ad6f0	cy	Ah, so you're coming around to our plan? Wonderful!	game/script.rpy	1756	cy "[what]"
garage_benefits_9bfd2b8a	cy	Parking [structure]s can be great for local businesses. If people from out of town can easily park in the neighborhood, then more people will stop here and spend money on shopping trips.	game/script.rpy	1757	cy "[what]"
garage_benefits_6b14d564	cy	More parking means more businesses can move in, which makes the economy of the neighborhood stronger! It might even bring new jobs to the area.	game/script.rpy	1758	cy "[what]"
cy_pollution_7d30273d	cy	Oh, cars are everywhere. One more [structure] won't change anything. The pollution isn't as important as the money the [structure] will make for the city.	game/script.rpy	1762	cy "[what]"
cy_pollution_53d915c6	cy	That's the spirit. CityPark will make this neighborhood a shopping hotspot for the city!	game/script.rpy	1769	cy "[what]"
cy_bees_073df705	cy	What about them? The bees can just go somewhere else to find flowers. We should care more about the people here, and making the local economy stronger.	game/script.rpy	1773	cy "[what]"
bye_cyrus2_289bbad1	cy	Alright then. Tell your friends to sign up for our CityPark newsletter!	game/script.rpy	1778	cy "[what]"
mayor_1_39805a9a	m	Hello there! I'm Mayor Watson. I'm out here today gathering community opinions on the empty lot.	game/script.rpy	1794	m "[what]"
mayor_1_4f337e5e	m	Do you have any thoughts about it?	game/script.rpy	1795	m "[what]"
garden_m_d8d193a4	m	Ah, interesting. The garden would provide some food for the neighborhood, though the parking [structure] might be more financially useful for the city.	game/script.rpy	1806	m "[what]"
garden_m_2357b9b2	m	I need to consider the research and figure out what is best for our community.	game/script.rpy	1807	m "[what]"
parking_m_701f91e2	m	Oh really? I do think the parking [structure] would give the city some useful income that we could use to improve our schools.	game/script.rpy	1811	m "[what]"
parking_m_100cf046	m	But the Community Gardeners feel strongly that a garden would be more beneficial to the neighborhood.	game/script.rpy	1812	m "[what]"
parking_m_2357b9b2	m	I need to consider the research and figure out what is best for our community.	game/script.rpy	1813	m "[what]"
uncertain_m_68bf7055	m	That's okay, I'm not sure either! I'm going to talk with the Community Gardeners and the CityPark representative to see what kind of data they have for their proposals.	game/script.rpy	1817	m "[what]"
mayor_request_c07abdb9	m	If you gather any information you think I'd find interesting, feel free to come back and let me know!	game/script.rpy	1821	m "[what]"
mayor_2_d51e9435	m	Hello there! What can I do for you?	game/script.rpy	1828	m "[what]"
what_evidence_0d572fa6	m	I want to gather many different kinds of evidence. Opinions of the community members, but also concrete information about how the garden and the parking [structure] will impact the community.	game/script.rpy	1839	m "[what]"
what_evidence_2f6df93b	m	Scientific evidence about how the garden would impact the environment would be convincing. It would also be helpful to gather data about economic and health impacts on the community.	game/script.rpy	1840	m "[what]"
what_evidence_1b5bfeee	m	Gathering information from different sources will make for a more convincing argument. I know CityPark has been gathering lots of data to persuade me to support their plan.	game/script.rpy	1841	m "[what]"
good_argument_0bbe21bb	m	A persuasive argument brings together many different types of evidence and tells a good story about why someone should agree with your point of view.	game/script.rpy	1850	m "[what]"
good_argument_7cad7190	m	If I am going to support the Community Garden project, I need to know how the garden will benefit the people in the community.	game/script.rpy	1851	m "[what]"
good_argument_88ae5b39	m	I also need to be convinced that the benefits of the garden are more important than the money and business that the parking [structure] will bring.	game/script.rpy	1852	m "[what]"
mayor_eval_edee51c8	m	I'd love to hear it. What have you found?	game/script.rpy	1861	m "[what]"
mayor_eval_4693ca86	m	That's alright. Come back when you're ready to share your ideas.	game/script.rpy	1865	m "[what]"
bye_mayor_3e487b1a	m	Thank you for sharing your ideas with me. Engaged citizens make our community stronger!	game/script.rpy	1921	m "[what]"
continue_search_b98e32ac	m	Wonderful. I look forward to hearing your argument when it is ready to share.	game/script.rpy	1927	m "[what]"
elliot_chatting_ff2cd735	el	Welcome back! Did you find some interesting evidence for us to use in our pitch to the mayor?	game/script.rpy	1939	el "[what]"
still_investigating_ad063ab3	el	The sign of a great investigator is knowing when you need to learn more!	game/script.rpy	1948	el "[what]"
still_investigating_8e2abd72	el	The folks over at the Food Lab know a lot about soil and nutrients, so they could probably help us figure out what kind of evidence we need to gather to convince the mayor.	game/script.rpy	1949	el "[what]"
still_investigating_8f45fc09	el	And the gardeners at the community garden across town know a whole lot about bees and plants. They could tell us more about what benefits a garden can bring to a neighborhood.	game/script.rpy	1950	el "[what]"
still_investigating_9c13e56a	el	When you feel like you've gathered enough info to present our persuasive argument to the mayor, let me or Riley know, and we can workshop together!	game/script.rpy	1951	el "[what]"
ideasharing_a5ffc5e8	el	Sweet. So pretend I'm the mayor! Hey there good citizen! What do you think about this garden idea? Should I support it?	game/script.rpy	1956	el "[what]"
ideasharing_9e20be56	el	That's okay! Come back when you're ready to try out an argument.	game/script.rpy	1959	el "[what]"
ideasharing_e4c51900	el	Are there other ideas you want to run by me?	game/script.rpy	1995	el "[what]"
ideasharing_d0baa81c	el	Okay! Let me know if you find new evidence later!	game/script.rpy	2001	el "[what]"
tulip_endgame_8ffe09a1	t	Great job sharing your ideas with the Mayor! How do you think it went?	game/script.rpy	2019	t "[what]"
tulip_endgame_31e5fa4b	t	Nice work sharing your argument! There are more folks around town we should talk to - let's make sure we include evidence from lots of different sources to be extra convincing!	game/script.rpy	2022	t "[what]"
tulip_endgame_5ab6623a	t	Wonderful! You've been chatting with lots of different folks to improve your argument. Why don't you try taking some more notes in your notebook so we remember all of the most important parts of your argument?	game/script.rpy	2025	t "[what]"
needmore_3eef22bc	t	That's okay! Don't be discouraged. A strong argument is going to need evidence from different sources, and it needs to cover different layers of the problem.	game/script.rpy	2038	t "[what]"
needmore_bd092bff	t	This empty lot decision is going to impact people, bees like me, and the environment. As you talk to folks, think about what layers might be missing in your argument.	game/script.rpy	2039	t "[what]"
maybeconvinced_1a83db7f	t	That's a good sign! I wonder if there are pieces of evidence in your notebook that you could add to your argument to make it more specific?	game/script.rpy	2044	t "[what]"
maybeconvinced_c77ff4e1	t	You're on the right track, then! Maybe there are a few more pieces of evidence you can gather in your notebook to make your argument more persuasive.	game/script.rpy	2047	t "[what]"
convinced_endprep_4ac8d0d5	t	Amazing! I'm so glad.	game/script.rpy	2051	t "[what]"
ending_game_b5281379	t	If you are satisfied with your persuasive argument, we can end the game and see what happens to the empty lot.	game/script.rpy	2055	t "[what]"
ending_game_0abac2da	t	But if you want to try to make your argument even more persuasive, you can keep exploring for a while and end the game later.	game/script.rpy	2056	t "[what]"
ending_game_575c56e6	t	What do you want to do?	game/script.rpy	2057	t "[what]"
ending_game_67364388	t	Okay! I bet you can find even more evidence for your notebook if you talk with more people!	game/script.rpy	2061	t "[what]"
ending_game_2581533c	t	Okay! Oooo, I'm so excited to see what happens, I'm practically buzzing with excitement!	game/script.rpy	2064	t "[what]"
final_garden_96c29895	el	We did it! Thanks to all of your help, we were able to convince Mayor Watson to build a community garden for the neighborhood.	game/script.rpy	2082	el "[what]"
final_garden_593206e9	r	The garden is becoming a favorite hangout spot for everyone. Wes has been coming here to teach workshops on how to care for the plants, and our first harvest is almost ready!	game/script.rpy	2087	r "[what]"
final_garden_fff1204d	c	You know, I had my doubts about the bees, but the garden has been really good for the neighborhood. The air even feels fresher around here!	game/script.rpy	2101	c "[what]"
final_garden_52a397c0	x	Wes is teaching me how to grow tomatoes! We planted some seeds in the spring, and now they're HUGE!	game/script.rpy	2103	x "[what]"
final_garden_f25cbe02	v	Wes is such a great teacher! I've been learning too, and the veggies are almost ready for soup season!	game/script.rpy	2108	v "[what]"
final_garden_ec46896b	t	The garden has been wonderful for the bees, too! Nadia helped the community plant some native flowers, so we have lots of tasty food to choose from.	game/script.rpy	2122	t "[what]"
final_garden_806ebf33	t	It seems like the people here are really happy to have fresh, healthy food to grow in their backyard! You should be proud of all the work you did to convince the mayor that this was the best plan.	game/script.rpy	2123	t "[what]"
final_garden_502bd2a1	t	I'll see you around, human friend. Thanks for bee-ing a part of our community! Hehe.	game/script.rpy	2124	t "[what]"
final_parking_94805219	cy	Look at that beautiful parking [structure]! See kid, I told you this would be a great addition to the neighborhood.	game/script.rpy	2143	cy "[what]"
final_parking_61e3feaf	m	This really has been a great economic investment for the neighborhood. More people from out of town are visiting, which has been great for the local businesses.	game/script.rpy	2145	m "[what]"
final_parking_c886b393	el	Well, I guess the mayor is happy with his choice. A grocery store never moved in though, so it feels like this is good for business but not really good for the people who live here.	game/script.rpy	2156	el "[what]"
final_parking_cd7f91a0	c	We don't own a car, so the parking [structure] hasn't done much for us. The streets are also so busy now that I worry about Alex playing outside.	game/script.rpy	2161	c "[what]"
final_parking_5703d324	t	Hmm, it seems like some folks are happy with the parking [structure], but it didn't solve all the problems.	game/script.rpy	2172	t "[what]"
final_parking_e4cb4634	t	For the bees, there isn't a lot of green space left around here, so we won't find much food. The air is also getting a little polluted lately.	game/script.rpy	2173	t "[what]"
final_parking_74bdb6db	t	We're going to head out and find a different neighborhood to explore that might have more food for us.	game/script.rpy	2174	t "[what]"
final_parking_d7769bc0	t	Thanks for bee-ing my human friend! Hehe. I'll see you around!	game/script.rpy	2175	t "[what]"
end_137d2edd	narrator	Thanks for playing! Raise your hand to let the researchers know that you're finished.	game/script.rpy	2180	narrator "[what]"
